ID,Risk_Status,Profession,Age,Reg_ID,Reg_Year,Reg_Date,Withdraw,Letter_DDL,Treatment_Type,Name,Email,Phone,Birthday
61,1,0,6,3,2021,141,0,-1,1,Johnathan,Johnathan_Ballard9203@grannar.com,3-256-403-0056,11/21/4640
62,2,2,6,3,2021,141,0,-1,1,Fred,Fred_Rogers4558@atink.com,1-381-436-5846,11/13/5602
63,1,4,0,3,2021,141,0,-1,1,Thea,Thea_Brett5290@atink.com,4-123-857-7745,3/6/0875
64,3,1,3,3,2021,141,0,-1,1,Ryan,Ryan_Exton1989@qater.org,4-381-311-0876,1/11/3213
65,2,6,5,3,2021,141,0,-1,1,Gwen,Gwen_Snell5938@deons.tech,0-337-465-4838,11/24/5399
66,1,3,1,3,2021,141,0,-1,1,George,George_Durrant5799@muall.tech,4-206-216-7670,11/23/0232
67,1,1,2,3,2021,141,0,-1,1,Aisha,Aisha_Carpenter5558@ovock.tech,3-066-434-7762,8/11/2156
68,2,0,5,3,2021,141,0,-1,1,Tiffany,Tiffany_Antcliff9179@infotech44.tech,8-073-782-3612,3/25/2217
69,1,2,1,3,2021,141,0,-1,1,Rosalie,Rosalie_Mcgregor4503@elnee.tech,8-482-363-0177,5/12/4218
70,1,7,3,3,2021,141,0,-1,1,Eden,Eden_Nurton4312@brety.org,5-353-188-4544,10/18/3958
71,3,1,0,3,2021,141,0,-1,1,Maxwell,Maxwell_Mcgee7818@twace.org,2-251-787-7025,12/16/9217
72,3,2,5,3,2021,141,0,-1,1,Mayleen,Mayleen_Marshall111@gmail.com,7-362-874-5530,2/3/9384
73,2,4,2,3,2021,141,0,-1,1,Francesca,Francesca_Carter9527@typill.biz,3-868-163-7222,2/26/4352
74,2,7,1,3,2021,141,0,-1,1,Stella,Stella_Simpson9177@dionrab.com,5-141-128-6488,9/11/0385
75,0,1,4,3,2021,141,0,-1,1,Clint,Clint_Durrant5392@yahoo.com,5-003-727-4862,2/7/0240
76,1,4,6,3,2021,141,0,-1,1,Catherine,Catherine_Waterson2288@deons.tech,4-256-174-3544,6/13/1282
77,0,3,0,3,2021,141,0,-1,1,Jayden,Jayden_Ogilvy7971@deavo.com,5-678-223-6788,9/1/5414
78,0,7,3,3,2021,141,0,-1,1,Kurt,Kurt_Yang6314@brety.org,5-612-787-8480,11/8/4610
79,0,6,1,3,2021,141,0,-1,1,George,George_Jarvis5333@infotech44.tech,0-813-008-1103,5/2/5165
80,0,7,0,3,2021,141,0,-1,1,Bart,Bart_Walton1027@mafthy.com,7-150-121-2111,10/11/9150
29,1,1,0,3,2021,140,0,-1,0,Kimberly,Kimberly_Rees5888@bauros.biz,6-565-245-3427,3/12/7910
64,3,1,3,3,2021,141,0,-1,1,Ryan,Ryan_Exton1989@qater.org,4-381-311-0876,1/11/3213
48,1,5,5,3,3,141,1,-1,1,Jenna,Jenna_Cox9626@ovock.tech,8-234-468-7787,6/9/2378
5,0,7,4,3,2021,140,0,1,0,Angela,Angela_Collins1297@brety.org,5-487-857-0343,8/13/9602
2,3,4,0,3,2021,140,0,2,1,Marilyn,Marilyn_Armstrong3487@acrit.org,5-477-532-0805,9/11/9440
48,1,5,5,3,3,141,1,-1,1,Jenna,Jenna_Cox9626@ovock.tech,8-234-468-7787,6/9/2378
30,2,6,0,3,2021,140,0,-1,0,Aurelia,Aurelia_Forth9891@sveldo.biz,2-775-817-8460,8/25/7500
75,0,1,4,3,2021,141,0,-1,1,Clint,Clint_Durrant5392@yahoo.com,5-003-727-4862,2/7/0240
32,1,7,1,3,2,140,0,-1,1,Fred,Fred_Ross9159@hourpy.biz,3-478-134-6824,6/16/7807
