ID,Risk_Status,Profession,Age,Reg_ID,Reg_Year,Reg_Date,Withdraw,Letter_DDL,Treatment_Type,Name,Email,Phone,Birthday
101,3,1,3,3,2021,142,0,-1,1,Jamie,Jamie_Tate5150@corti.com,5-806-601-2683,9/3/1850
102,2,1,4,3,2021,142,0,-1,1,Enoch,Enoch_Saunders773@brety.org,7-175-553-3381,7/24/1053
103,1,3,5,3,2021,142,0,-1,1,Aiden,Aiden_Exton8920@famism.biz,0-822-706-0827,10/9/6455
104,2,7,5,3,2021,142,0,-1,1,Phillip,Phillip_Brooks9206@bretoux.com,3-203-782-7264,7/5/7285
105,0,0,1,3,2021,142,0,-1,1,Luna,Luna_Shaw196@hourpy.biz,7-654-163-1088,4/4/5610
106,0,0,2,3,2021,142,0,-1,1,Tyler,Tyler_Walton6958@elnee.tech,3-584-656-1214,6/16/0417
107,1,2,5,3,2021,142,0,-1,1,Camden,Camden_Windsor2145@hourpy.biz,8-124-647-0021,2/4/5724
108,0,5,2,3,2021,142,0,-1,1,Rosa,Rosa_Furnell7683@supunk.biz,2-816-122-3315,5/9/5333
109,1,4,6,3,2021,142,0,-1,1,Benny,Benny_Lowe7196@cispeto.com,8-214-630-6382,1/11/8419
110,3,5,1,3,2021,142,0,-1,1,Hank,Hank_Umney1424@infotech44.tech,2-442-167-0166,2/1/8353
111,0,7,0,3,2021,142,0,-1,1,Anthony,Anthony_Russell5218@bretoux.com,5-207-802-0111,7/27/1496
112,0,1,4,3,2021,142,0,-1,1,Nate,Nate_Mccall5540@eirey.tech,8-242-760-6016,8/12/9093
113,1,5,4,3,2021,142,0,-1,1,Bob,Bob_Bradley1210@kideod.biz,3-326-888-5668,1/17/7305
114,0,4,1,3,2021,142,0,-1,1,Chuck,Chuck_Scott9265@sveldo.biz,0-425-356-3007,1/17/3563
115,0,1,1,3,2021,142,0,-1,1,Gina,Gina_Warner5541@eirey.tech,4-278-434-7425,5/4/4378
116,0,4,4,3,2021,142,0,-1,1,Sasha,Sasha_Boyle9920@bulaffy.com,7-047-380-6881,12/22/0676
117,2,0,5,3,2021,142,0,-1,1,Teagan,Teagan_Stevenson3538@qater.org,8-084-608-5271,8/1/3713
118,0,7,3,3,2021,142,0,-1,1,Rebecca,Rebecca_Allen3361@ubusive.com,5-881-072-4667,2/13/3774
119,3,4,5,3,2021,142,0,-1,1,Kaylee,Kaylee_Amstead8605@ovock.tech,6-205-755-7658,3/9/8435
120,2,5,4,3,2021,142,0,-1,1,Lily,Lily_Clark5201@nickia.com,0-566-337-0084,12/24/7468
82,3,0,2,3,1,142,0,-1,2,Chuck,Chuck_Brock2217@nimogy.biz,0-561-413-1060,11/12/8409
29,1,1,0,3,2,140,0,-1,0,Kimberly,Kimberly_Rees5888@bauros.biz,6-565-245-3427,3/12/7910
38,2,4,1,3,2021,140,0,-1,1,Elijah,Elijah_Farmer4036@iatim.tech,6-202-470-3582,7/14/3120
52,1,3,2,3,2021,141,0,-1,0,Mike,Mike_Edler6371@typill.biz,3-333-841-1267,10/16/0569
70,1,7,2,3,2021,141,0,-1,1,Eden,Eden_Nurton4312@brety.org,5-353-188-4544,10/18/3958
22,0,6,3,3,2021,140,0,-1,2,George,George_Oswald5982@cispeto.com,8-576-752-5313,8/1/1636
11,2,4,6,3,2021,140,1,-1,1,Quinn,Quinn_Samuel2715@nanoff.biz,3-350-375-7454,8/25/1569
50,1,1,1,3,2021,141,0,-1,1,Stacy,Stacy_Eddison9745@zorer.org,2-847-445-3827,11/17/6989
65,2,6,5,3,2021,141,1,-1,1,Gwen,Gwen_Snell5938@deons.tech,0-337-465-4838,11/24/5399
93,1,2,0,3,2021,1,0,-1,2,Kurt,Kurt_Dixon7044@bungar.biz,0-801-163-3363,12/18/2149
