ID,Risk_Status,Profession,Age,Reg_ID,Reg_Year,Reg_Date,Withdraw,Letter_DDL,Treatment_Type,Name,Email,Phone,Birthday
961,2,4,2,3,2021,164,0,-1,2,Redwood,Tara_Redwood1976@brety.org,7-556-110-7431,10/6/1782
962,0,0,2,3,2021,164,0,-1,2,Ward,Alex_Ward4005@womeona.net,5-810-388-7341,5/26/6562
963,1,3,5,3,2021,164,0,-1,2,Pratt,Hayden_Pratt8764@irrepsy.com,3-870-037-0100,11/25/1981
964,1,3,5,3,2021,164,0,-1,2,Vollans,Russel_Vollans9518@naiker.biz,0-344-801-7066,12/30/4919
965,2,1,3,3,2021,164,0,-1,2,Parr,Felicity_Parr9346@kideod.biz,0-288-115-8808,4/3/5743
966,3,2,0,3,2021,164,0,-1,2,Parr,Manuel_Parr5358@vetan.org,5-506-044-2404,2/27/7725
967,0,5,3,3,2021,164,0,-1,2,Rowan,Elijah_Rowan2384@supunk.biz,1-258-651-1622,2/27/4708
968,1,5,0,3,2021,164,0,-1,2,Baxter,Harmony_Baxter956@gompie.com,5-114-346-3364,8/9/7850
969,3,2,0,3,2021,164,0,-1,2,Yarlett,Maxwell_Yarlett9480@tonsy.org,7-041-135-8182,5/4/5767
970,2,6,0,3,2021,164,0,-1,2,Murray,Cherish_Murray4859@guentu.biz,1-184-124-4106,3/26/3091
971,0,5,4,3,2021,164,0,-1,2,Lewis,Eduardo_Lewis4592@nanoff.biz,3-811-157-5558,5/8/9258
972,1,6,2,3,2021,164,0,-1,2,Kelly,Meredith_Kelly1938@famism.biz,4-016-445-2670,5/17/2690
973,0,0,5,3,2021,164,0,-1,2,Pearce,Nathan_Pearce5347@yahoo.com,8-743-502-8616,2/12/0604
974,0,5,1,3,2021,164,0,-1,2,Chadwick,Chad_Chadwick7851@atink.com,4-717-774-1416,5/3/7135
975,2,1,3,3,2021,164,0,-1,2,Varley,Leroy_Varley1224@deons.tech,8-627-180-4037,6/24/7488
976,2,4,3,3,2021,164,0,-1,2,Rycroft,Luke_Rycroft516@zorer.org,0-407-874-2607,3/31/0781
977,0,2,4,3,2021,164,0,-1,2,Adams,Carolyn_Adams7352@atink.com,0-620-676-5537,4/30/6849
978,3,4,0,3,2021,164,0,-1,2,Speed,Rosalie_Speed3295@extex.org,5-700-635-0787,9/14/1990
979,1,2,2,3,2021,164,0,-1,2,Thatcher,Megan_Thatcher8338@yahoo.com,6-576-885-0323,7/22/8565
980,3,6,6,3,2021,164,0,-1,2,Yoman,Alma_Yoman4867@twipet.com,0-142-521-3003,8/19/1261
75,0,1,4,3,2021,0,0,-1,1,Clint,Clint_Durrant5392@yahoo.com,5-003-727-4862,2/7/0240
6,0,5,4,3,2021,140,0,0,0,Kurt,Kurt_Ashwell4178@sveldo.biz,7-307-247-1502,nV2V4IRfMP
87,1,5,0,3,0,142,0,-1,2,Chelsea,Chelsea_Allcott9373@qater.org,o51JIFf44U,8/13/5501
91,1,3,2,3,2021,3,0,2,2,Martin,ACPbON87lY,3-730-350-8871,12/22/4824
18,1,4,5,3,2021,2,0,-1,2,AJu7yQAPmb,HA3eEqJzBP,6-200-435-2171,9/28/7520
