ID,Risk_Status,Profession,Age,Reg_ID,Reg_Year,Reg_Date,Withdraw,Letter_DDL,Treatment_Type,Name,Email,Phone,Birthday
541,1,3,2,3,2021,153,0,-1,0,Collins,Emma_Collins4369@grannar.com,0-885-117-3312,3/29/9483
542,1,2,3,3,2021,153,0,-1,0,Wellington,Chris_Wellington5663@twipet.com,2-520-773-6858,2/24/1821
543,0,5,1,3,2021,153,0,-1,0,Mason,Barney_Mason99@bauros.biz,6-745-378-5363,12/28/6004
544,3,4,0,3,2021,153,0,-1,0,Clarke,Eden_Clarke645@joiniaa.com,1-248-230-1553,10/25/9724
545,3,2,5,3,2021,153,0,-1,0,Wright,Martin_Wright4316@supunk.biz,1-535-018-1704,6/23/1871
546,2,1,0,3,2021,153,0,-1,0,Devonport,Blake_Devonport3040@yahoo.com,2-804-726-4707,3/26/6112
547,2,1,1,3,2021,153,0,-1,0,Page ,Rita_Page 7114@naiker.biz,8-614-510-4232,6/5/1237
548,1,7,2,3,2021,153,0,-1,0,Varndell,Joseph_Varndell9267@dionrab.com,0-550-306-1224,11/5/0480
549,0,2,1,3,2021,153,0,-1,0,Graves,Elle_Graves2391@tonsy.org,8-682-635-1703,1/11/9277
550,2,0,6,3,2021,153,0,-1,0,Widdows,Adela_Widdows3705@fuliss.net,0-628-417-1331,10/6/7099
551,2,2,1,3,2021,153,0,-1,0,Morrison,Chuck_Morrison821@dionrab.com,1-011-032-5381,1/13/9783
552,1,1,3,3,2021,153,0,-1,0,Kennedy,Taylor_Kennedy864@dionrab.com,5-025-030-0516,10/27/4393
553,0,4,2,3,2021,153,0,-1,0,Hunt,Aiden_Hunt6951@bulaffy.com,5-566-482-6804,6/14/0122
554,3,0,2,3,2021,153,0,-1,0,Beal,Daron_Beal5976@gompie.com,1-381-076-1330,9/9/4973
555,3,0,3,3,2021,153,0,-1,0,Nobbs,Gabriel_Nobbs9490@mafthy.com,0-332-168-2814,8/16/0424
556,1,3,4,3,2021,153,0,-1,0,Lomax,Regina_Lomax3942@gompie.com,4-508-753-1421,6/8/6370
557,1,6,3,3,2021,153,0,-1,0,Oakley,Christy_Oakley6601@bauros.biz,2-356-310-8876,12/8/5695
558,3,2,3,3,2021,153,0,-1,0,Mcgee,Leilani_Mcgee6721@naiker.biz,4-036-407-7825,9/12/4293
559,1,1,4,3,2021,153,0,-1,0,Bingham,Chadwick_Bingham8503@elnee.tech,3-153-086-2672,8/25/3514
560,3,7,4,3,2021,153,0,-1,0,Hamilton,Matt_Hamilton3218@deons.tech,5-247-300-1182,3/31/3492
95,2,5,5,3,2021,142,0,-1,2,FspEnbKU9u,Jackeline_Wilcox2176@deavo.com,7-788-485-0457,1/8/6832
122,3,1,5,3,2021,0,0,-1,2,Fiona,Fiona_Thomson6966@guentu.biz,8-406-200-8757,2/16/0954
108,0,5,2,3,2,142,0,-1,1,Rosa,Rosa_Furnell7683@supunk.biz,2-816-122-3315,5/9/5333
14,2,6,3,3,2021,140,1,-1,1,v7nkQVRxqH,Hazel_Clarke41@muall.tech,4-670-140-8102,5/21/4620
25,0,7,0,3,3,1,0,-1,0,vPZnYv6Ca5,Tess_Verdon8287@brety.org,8-356-023-2407,11/19/8096
