ID,Risk_Status,Profession,Age,Reg_ID,Reg_Year,Reg_Date,Withdraw,Letter_DDL,Treatment_Type,Name,Email,Phone,Birthday
201,3,5,0,3,2021,145,0,-1,2,Anabelle,Anabelle_Corbett5567@twace.org,7-146-411-4815,7/2/5601
202,2,1,0,3,2021,145,0,-1,2,Logan,Logan_Stubbs7512@bauros.biz,8-630-861-3048,5/30/0872
203,3,6,3,3,2021,145,0,-1,2,Chuck,Chuck_Simpson5324@sheye.org,5-633-054-8377,7/26/8509
204,3,2,3,3,2021,145,0,-1,2,Valentina,Valentina_Russell8010@atink.com,2-716-426-3154,2/22/2215
205,3,0,4,3,2021,145,0,-1,2,Benny,Benny_Niles3551@brety.org,1-146-016-4820,12/6/2089
206,0,4,4,3,2021,145,0,-1,2,Teagan,Teagan_Martin8778@gembat.biz,0-030-305-1434,9/15/3124
207,3,7,2,3,2021,145,0,-1,2,Ron,Ron_Cox619@nanoff.biz,5-560-311-7225,8/20/0339
208,2,7,4,3,2021,145,0,-1,2,Barry,Barry_Lewis2225@infotech44.tech,1-625-064-8824,12/20/7441
209,1,5,6,3,2021,145,0,-1,2,Faith,Faith_Vinton2371@eirey.tech,7-447-308-4367,1/1/6856
210,2,5,0,3,2021,145,0,-1,2,Valerie,Valerie_Mcleod5764@twace.org,0-264-054-8407,10/28/5900
211,1,7,2,3,2021,145,0,-1,2,Phillip,Phillip_Armstrong4862@typill.biz,8-386-160-3736,5/1/0350
212,0,7,1,3,2021,145,0,-1,2,Harry,Harry_Logan3237@extex.org,0-112-004-8784,5/21/6821
213,3,4,4,3,2021,145,0,-1,2,Aleksandra,Aleksandra_Purvis5825@hourpy.biz,4-526-851-6085,6/26/0065
214,3,6,1,3,2021,145,0,-1,2,Carter,Carter_Harris673@elnee.tech,1-470-440-4536,7/23/5171
215,2,6,4,3,2021,145,0,-1,2,Leah,Leah_Kennedy1538@tonsy.org,2-781-318-7474,4/26/4302
216,3,1,2,3,2021,145,0,-1,2,Ally,Ally_Yates547@nanoff.biz,7-861-122-4367,4/30/6093
217,1,7,0,3,2021,145,0,-1,2,Crystal,Crystal_West3969@gompie.com,4-880-281-4772,12/13/3858
218,2,0,0,3,2021,145,0,-1,2,Nate,Nate_Trent1817@yahoo.com,0-871-618-2515,10/28/2056
219,2,2,5,3,2021,145,0,-1,2,Madelyn,Madelyn_Alexander9116@nickia.com,2-730-421-7678,7/29/3322
220,3,7,5,3,2021,145,0,-1,2,Barney,Barney_Stuart9021@twipet.com,8-650-744-2018,12/14/9517
78,0,7,3,3,2,1,0,-1,1,Kurt,Kurt_Yang6314@brety.org,5-612-787-8480,11/8/4610
10,0,4,1,3,2021,140,0,-1,1,Mayleen,Mayleen_Lee5715@nanoff.biz,4-705-150-0847,7/7/4810
71,3,1,0,3,2021,0,0,-1,1,Maxwell,Maxwell_Mcgee7818@twace.org,2-251-787-7025,12/16/9217
12,2,1,1,3,2021,140,0,1,1,Carl,Carl_Jennson375@ubusive.com,1-201-308-6572,11/22/7935
32,1,7,1,3,1,140,0,-1,1,Fred,Fred_Ross9159@hourpy.biz,3-478-134-6824,6/16/7807
93,1,0,0,3,2021,1,0,-1,2,Kurt,Kurt_Dixon7044@bungar.biz,0-801-163-3363,12/18/2149
25,0,7,0,3,3,1,0,-1,0,Tess,Tess_Verdon8287@brety.org,8-356-023-2407,11/19/8096
41,2,2,3,3,2021,141,0,-1,2,Hope,Hope_Whinter6332@nanoff.biz,0-325-757-8047,1/13/1904
59,3,0,1,3,2021,141,0,-1,1,Johnny,Johnny_Davies4353@iatim.tech,4-281-223-3704,4/29/5631
70,1,2,2,3,2021,141,0,-1,1,Eden,Eden_Nurton4312@brety.org,5-353-188-4544,10/18/3958
