ID,Risk_Status,Profession,Age,Reg_ID,Reg_Year,Reg_Date,Withdraw,Letter_DDL,Treatment_Type,Name,Email,Phone,Birthday
781,2,2,1,3,2021,159,0,-1,2,Flynn,Bob_Flynn8548@ovock.tech,2-227-350-3113,6/21/5025
782,1,0,4,3,2021,159,0,-1,2,Smith,Peyton_Smith7347@zorer.org,1-135-167-2130,11/10/3037
783,1,7,4,3,2021,159,0,-1,2,Baxter,Ruby_Baxter2601@typill.biz,6-525-846-8436,5/2/2115
784,1,1,1,3,2021,159,0,-1,2,Davies,Monica_Davies3828@mafthy.com,4-801-530-6858,9/6/5825
785,2,0,5,3,2021,159,0,-1,2,Terry,Denny_Terry4506@bulaffy.com,6-105-161-3260,2/20/9925
786,1,7,2,3,2021,159,0,-1,2,Todd,Phillip_Todd959@famism.biz,7-585-444-1403,4/10/4334
787,1,4,2,3,2021,159,0,-1,2,Shaw,Nicholas_Shaw1266@famism.biz,5-541-074-0007,8/18/5826
788,1,7,3,3,2021,159,0,-1,2,Jordan,Maggie_Jordan9049@guentu.biz,4-028-247-4488,12/9/8432
789,2,2,2,3,2021,159,0,-1,2,Cadman,Piper_Cadman4933@qater.org,5-532-768-6655,10/18/9462
790,0,2,0,3,2021,159,0,-1,2,Hancock,Margot_Hancock7577@guentu.biz,7-777-562-5532,6/17/6772
791,3,2,0,3,2021,159,0,-1,2,Upsdell,Ethan_Upsdell1481@deons.tech,5-602-752-4744,12/21/9958
792,1,0,2,3,2021,159,0,-1,2,Mullins,David_Mullins5486@grannar.com,5-273-841-5661,10/10/8467
793,0,6,5,3,2021,159,0,-1,2,Bryson,Danny_Bryson9231@zorer.org,1-086-707-4146,1/6/5195
794,1,6,2,3,2021,159,0,-1,2,Hilton,Sonya_Hilton4276@joiniaa.com,2-383-283-8381,6/3/9195
795,3,5,4,3,2021,159,0,-1,2,Cann,Brad_Cann1300@liret.org,3-322-368-8544,2/7/4240
796,0,6,1,3,2021,159,0,-1,2,Potter,Christy_Potter8729@zorer.org,0-531-521-8260,8/20/9075
797,3,1,1,3,2021,159,0,-1,2,Walsh,Nathan_Walsh6600@bretoux.com,5-304-124-6432,6/6/7134
798,1,3,1,3,2021,159,0,-1,2,Edmonds,Brad_Edmonds5173@yahoo.com,2-475-277-5005,4/23/1848
799,1,2,2,3,2021,159,0,-1,2,Lucas,Logan_Lucas2328@twace.org,7-854-237-2882,6/24/5819
800,2,5,4,3,2021,159,0,-1,2,Stevenson,Natalie_Stevenson84@sheye.org,5-181-712-4266,3/22/3433
81,0,7,2,3,3,142,1,-1,2,Hank,VfwnnNqdQD,8-225-278-2754,LMZPG09sQK
22,0,6,3,3,2021,2,0,1,2,George,George_Oswald5982@cispeto.com,yMqmH926Qd,8/1/1636
129,1,7,4,3,0,143,0,-1,2,Laila,Laila_Graham773@eirey.tech,2-568-583-7875,2/13/9742
141,1,2,6,3,2021,2,0,-1,0,Chuck,Chuck_Alcroft3142@typill.biz,0-424-320-8811,10/23/1154
129,1,7,4,3,0,143,0,-1,2,Laila,Laila_Graham773@eirey.tech,2-568-583-7875,2/13/9742
