Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
3,1,1,-1,2,Kerr,Josh_Kerr4762@bungar.biz,7-355-663-4061,6/26/9635
3,0,0,-1,2,Gilmore,Mandy_Gilmore9038@muall.tech,8-118-513-6081,6/4/2067
1,2,0,-1,2,Kelly,Rosalie_Kelly5971@elnee.tech,1-487-675-0486,1/31/6089
1,3,6,-1,2,Mason,Hayden_Mason6489@kideod.biz,2-820-526-7466,12/17/1181
1,0,5,-1,2,Wright,Tony_Wright6218@ovock.tech,3-124-122-2744,11/4/7665
0,6,0,-1,2,Notman,Melanie_Notman7348@bauros.biz,3-680-136-1326,8/20/5411
2,3,2,-1,2,Quinton,Barry_Quinton6603@zorer.org,6-407-072-4340,1/10/4645
2,2,2,-1,2,Samuel,Hayden_Samuel1601@ovock.tech,0-722-486-2003,5/14/5866
0,1,1,-1,2,Hepburn,Jayden_Hepburn9344@supunk.biz,2-806-730-7316,4/22/2368
3,6,3,-1,2,Cork,Ryan_Cork383@naiker.biz,2-725-667-7778,8/3/6531
3,5,1,-1,2,Logan,Bree_Logan8812@dionrab.com,2-652-756-6724,12/24/9339
1,7,2,-1,2,Brett,Ciara_Brett4563@qater.org,3-720-375-3013,7/7/9665
0,1,5,-1,2,Addison,Allison_Addison4933@grannar.com,4-482-400-8267,9/4/0083
2,1,6,-1,2,Cox,Carl_Cox6232@hourpy.biz,8-157-462-8264,11/30/8836
0,3,4,-1,2,Uttridge,Eileen_Uttridge8247@irrepsy.com,7-603-444-3702,9/1/3918
1,7,4,-1,2,Seymour,Russel_Seymour2052@ubusive.com,2-075-421-8218,3/16/7758
0,0,0,-1,2,Gates,Tyson_Gates4857@bungar.biz,0-176-212-3460,12/10/5253
3,2,0,-1,2,Reynolds,Adina_Reynolds7707@corti.com,4-740-432-8484,11/12/2966
3,4,1,-1,2,Hilton,Piper_Hilton1709@bretoux.com,1-486-326-3332,5/10/4317
1,1,6,-1,2,Martin,Marla_Martin725@gmail.com,5-836-365-5618,7/17/9916
