Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
3,1,2,-1,0,Price,Jayden_Price1779@nickia.com,4-346-574-3844,7/17/4869
3,3,4,-1,0,Seymour,Kurt_Seymour5602@mafthy.com,6-383-257-3176,11/22/0486
0,3,2,-1,0,Larsen,Naomi_Larsen5000@zorer.org,4-875-654-5778,7/2/1590
2,1,2,-1,0,Everett,Oliver_Everett4895@brety.org,4-536-303-1817,10/29/2986
1,0,1,-1,0,Redwood,Ema_Redwood2042@yahoo.com,2-060-205-8401,5/2/1114
1,6,1,-1,0,Stevenson,Ema_Stevenson5307@womeona.net,4-711-345-5334,12/1/3819
1,7,5,-1,0,Hewitt,Ruth_Hewitt3580@irrepsy.com,7-343-546-3424,5/12/4732
2,4,5,-1,0,Dyson,Holly_Dyson4574@sveldo.biz,7-313-074-8362,10/13/9709
2,0,6,-1,0,Broomfield,Jack_Broomfield8716@extex.org,3-714-741-0835,10/3/1488
3,4,0,-1,0,Ventura,Benny_Ventura8837@acrit.org,4-711-832-3518,4/2/2054
2,2,6,-1,0,Evans,Liam_Evans4998@eirey.tech,6-122-356-7870,4/22/9567
0,1,4,-1,0,Drew,Cherish_Drew897@qater.org,4-168-516-5384,3/25/8139
1,1,1,-1,0,Broomfield,Cecilia_Broomfield5304@gompie.com,2-353-237-5046,6/25/2286
0,3,4,-1,0,Ebbs,Dorothy_Ebbs5186@famism.biz,1-562-820-3516,5/26/1588
0,7,5,-1,0,Jones,Mike_Jones695@vetan.org,7-463-400-0752,10/5/6817
1,1,4,-1,0,Carter,Cecilia_Carter2602@sheye.org,1-435-486-3413,2/21/4495
0,5,1,-1,0,Chadwick,Chloe_Chadwick4300@cispeto.com,1-811-134-6182,6/17/0131
3,7,0,-1,0,Allen,Alan_Allen942@typill.biz,3-064-726-4073,11/3/4888
2,5,1,-1,0,Gibson,Josh_Gibson7959@cispeto.com,0-200-483-8837,10/14/1257
0,5,6,-1,0,Redwood,Roger_Redwood3018@bretoux.com,6-874-833-4213,4/10/5637
