Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
1,2,0,-1,1,Sanchez,Cristal_Sanchez5341@ubusive.com,1-765-631-3001,2/13/1666
2,0,1,-1,2,Funnell,Ivy_Funnell1131@hourpy.biz,1-262-034-7104,7/26/8170
0,0,0,-1,2,Saunders,Sadie_Saunders9570@gompie.com,6-163-406-3684,6/12/3837
2,2,0,-1,2,Hall,Chanelle_Hall6099@sheye.org,4-135-567-6214,12/3/8453
1,0,0,-1,2,Adams,Valerie_Adams3360@twipet.com,5-375-363-0488,7/26/3351
0,5,0,-1,2,Stone ,Michael_Stone 9612@elnee.tech,0-871-514-2708,6/30/2258
2,3,2,-1,2,Crawford,Wendy_Crawford3521@twipet.com,2-034-168-1335,8/8/4595
1,5,3,-1,2,Lyon,Willow_Lyon1751@zorer.org,3-478-212-0557,12/15/5636
0,6,5,-1,2,Mason,Marigold_Mason7131@corti.com,8-834-461-5741,10/25/6756
0,4,5,-1,2,Penn,Emmanuelle_Penn4891@kideod.biz,5-342-762-4638,10/15/2975
1,1,4,-1,0,Rigg,Jack_Rigg1513@sveldo.biz,8-420-030-0488,4/16/1466
0,4,6,-1,0,Quinton,Logan_Quinton4702@joiniaa.com,0-881-105-1243,3/8/2706
0,7,5,-1,0,Thomson,Chadwick_Thomson7942@grannar.com,3-521-440-3078,3/16/0902
1,6,6,-1,0,Yang,Christy_Yang6310@guentu.biz,0-531-655-6137,3/13/6564
1,0,1,-1,0,Ellis,Chad_Ellis8984@bretoux.com,0-450-400-7831,6/6/9475
1,2,6,-1,0,Herbert,Maxwell_Herbert5356@hourpy.biz,1-223-385-5500,5/9/2783
1,0,5,-1,0,Watt,Julius_Watt4635@irrepsy.com,4-630-471-7868,5/5/1901
3,3,1,-1,0,Abbot,Johnny_Abbot3848@bauros.biz,0-860-404-3778,5/25/6072
3,1,2,-1,1,Andrews,Tyler_Andrews2122@vetan.org,5-667-325-1360,9/28/5326
1,3,2,-1,1,Thompson,Kurt_Thompson4121@gembat.biz,3-425-801-8614,11/8/6927
