Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
0,6,4,-1,0,Sawyer,Martha_Sawyer3129@supunk.biz,5-180-383-0101,1/12/8887
2,0,1,-1,0,Waterhouse,Rylee_Waterhouse7609@eirey.tech,0-885-133-5063,10/27/6818
0,6,2,-1,0,Parker,Bob_Parker1591@dionrab.com,3-017-244-4360,4/12/4278
2,4,5,-1,0,Sherwood,Boris_Sherwood2834@ubusive.com,4-058-712-5682,2/4/0963
0,6,1,-1,0,York,Natalie_York2883@kideod.biz,8-403-673-5673,5/22/2441
1,3,4,-1,0,Andrews,Hayden_Andrews5896@infotech44.tech,2-217-458-2610,7/11/3247
2,4,2,-1,0,Brennan,Cecilia_Brennan6754@grannar.com,1-818-427-0801,4/26/4599
3,0,3,-1,0,Morris,Aisha_Morris1520@mafthy.com,5-740-416-1555,6/5/5301
1,0,2,-1,0,Stewart,Phoebe_Stewart1482@deons.tech,3-242-580-7753,9/6/6916
1,0,6,-1,0,Ingram,Anabelle_Ingram6248@infotech44.tech,1-044-808-1535,7/10/2695
2,6,5,-1,0,Summers,Britney_Summers7039@supunk.biz,4-665-402-6540,6/4/5265
2,2,0,-1,0,Hale,Alan_Hale482@qater.org,4-250-863-0308,3/11/2372
0,6,4,-1,0,Partridge,Liv_Partridge2438@ovock.tech,7-812-021-2580,7/7/2877
0,7,1,-1,0,Sylvester,Samantha_Sylvester4261@joiniaa.com,5-323-583-4852,9/20/9427
3,4,4,-1,0,Poulton,Nate_Poulton1872@ovock.tech,0-604-782-0465,11/28/6956
2,4,2,-1,0,Jobson,Josh_Jobson2970@ovock.tech,8-120-102-2123,1/10/8279
1,0,2,-1,0,Mccormick,Mark_Mccormick9158@twipet.com,8-775-038-1405,2/16/6792
2,2,3,-1,0,Rothwell,Liam_Rothwell8491@nickia.com,7-247-444-5201,1/5/2353
1,2,2,-1,0,Wright,Matt_Wright4365@atink.com,1-721-708-0016,11/29/7970
2,7,3,-1,0,Price,Joseph_Price3802@bulaffy.com,1-540-403-7726,10/24/6401
