Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
2,3,5,-1,2,Thomas,Marissa_Thomas4941@zorer.org,6-557-630-3747,8/27/7817
3,0,1,-1,2,Flack,Barney_Flack5913@gompie.com,0-588-215-1650,9/23/7928
3,7,3,-1,2,Cadman,Gil_Cadman4988@womeona.net,5-032-256-5007,5/13/1296
3,5,0,-1,2,Hood,Kieth_Hood2705@gompie.com,6-301-568-8132,5/4/2400
3,3,5,-1,2,Woods,Fiona_Woods4041@vetan.org,7-608-055-5775,11/19/9123
0,6,0,-1,2,Ward,Alexander_Ward9901@gompie.com,7-804-281-4832,10/17/8423
3,4,3,-1,2,Roscoe,Davina_Roscoe5823@gembat.biz,3-315-235-0631,10/9/1430
2,0,6,-1,2,Plumb,Shay_Plumb6463@deons.tech,7-413-307-7270,1/22/8638
3,2,0,-1,2,Needham,Alex_Needham290@mafthy.com,1-526-048-2617,10/8/7519
2,2,5,-1,2,Miller,Caleb_Miller1104@nanoff.biz,6-330-131-8451,1/9/7603
3,6,0,-1,2,Ramsey,Michael_Ramsey2556@irrepsy.com,5-365-833-6408,7/22/5591
3,6,2,-1,2,Smith,Vicky_Smith8220@elnee.tech,4-853-344-1173,7/23/7349
0,3,1,-1,2,Donovan,Jayden_Donovan7176@sveldo.biz,5-667-252-6421,6/10/9949
2,5,2,-1,2,Carter,Alma_Carter6967@bretoux.com,7-246-501-1246,9/21/6643
2,5,1,-1,2,John,Kate_John3059@sveldo.biz,1-214-846-2030,9/27/9816
0,7,5,-1,2,Wright,Rick_Wright1737@fuliss.net,7-666-127-7835,10/7/3829
3,4,4,-1,2,Lomax,Chuck_Lomax5882@extex.org,5-534-217-4016,4/18/1524
2,2,0,-1,2,Harris,Tess_Harris7410@ubusive.com,6-826-064-7161,4/6/5810
2,0,2,-1,2,Murray,Cecilia_Murray706@bungar.biz,4-782-888-8807,6/17/3949
2,7,6,-1,2,Abbot,Chad_Abbot8158@tonsy.org,7-108-312-5732,7/26/1418
