Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
0,4,0,-1,0,Jones,Judith_Jones3810@vetan.org,2-816-710-8608,1/31/6624
2,7,2,-1,0,Hancock,Dani_Hancock2540@fuliss.net,7-122-343-4413,8/18/6921
2,2,4,-1,0,Stone,Karla_Stone863@bungar.biz,6-708-410-8617,5/8/7489
2,3,1,-1,0,Clarke,Natalie_Clarke141@eirey.tech,3-662-572-4035,12/23/5740
0,3,0,-1,0,Roberts,Mandy_Roberts7391@sheye.org,6-363-101-4775,11/24/8354
3,2,5,-1,0,Coleman,Zoe_Coleman8829@twipet.com,3-772-176-5885,12/26/2413
0,1,5,-1,0,Oakley,Gwenyth_Oakley7986@kideod.biz,1-221-016-5438,1/25/3644
0,7,6,-1,0,Rodgers,Rhea_Rodgers6481@infotech44.tech,0-738-224-2031,9/26/9333
0,0,5,-1,2,Cassidy,Doug_Cassidy7223@elnee.tech,7-747-213-0521,1/18/2307
3,5,2,-1,2,Hancock,Lillian_Hancock2961@kideod.biz,2-130-380-0081,1/14/3509
0,0,2,-1,2,John,Alma_John9374@corti.com,5-472-587-3504,10/12/1534
1,0,1,-1,2,Rosenbloom,Gil_Rosenbloom3591@atink.com,6-464-088-8183,4/29/8132
0,6,5,-1,2,Wilson,Harvey_Wilson689@muall.tech,3-603-208-4165,10/21/1706
0,4,6,-1,2,Strong,Daniel_Strong5778@grannar.com,6-076-257-8311,3/2/3514
3,7,4,-1,2,Reynolds,Wade_Reynolds9428@bauros.biz,4-166-716-4145,10/10/1911
3,5,5,-1,2,Harrison,Doug_Harrison7495@kideod.biz,7-770-213-4012,7/11/1682
1,5,1,-1,1,Emmett,Rufus_Emmett219@qater.org,6-044-474-4327,1/24/0505
0,1,0,-1,1,Hooper,Tyler_Hooper7717@nickia.com,5-554-634-3602,6/10/2544
2,6,5,-1,1,Redfern,Ronald_Redfern8978@brety.org,4-226-380-5288,12/27/8989
3,4,1,-1,1,Avery,Carter_Avery2747@gembat.biz,1-740-213-5580,1/4/4427
