Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
2,3,2,-1,1,Bennett,Cameron_Bennett3337@acrit.org,8-330-457-3507,5/7/6995
0,4,1,-1,1,Groves,Logan_Groves121@bauros.biz,8-573-564-2102,10/22/2254
0,2,3,-1,1,Uddin,Nicholas_Uddin8564@infotech44.tech,8-183-466-2361,9/30/8433
2,4,3,-1,1,Hudson,Brad_Hudson9314@nickia.com,3-843-067-5684,4/26/4096
1,7,6,-1,1,Goodman,Sarah_Goodman5322@brety.org,4-563-736-5220,8/19/5262
3,3,0,-1,1,Owen,Nathan_Owen1319@joiniaa.com,5-012-332-0368,1/28/4558
0,6,1,-1,1,Wren,Karla_Wren2337@dionrab.com,6-268-266-0436,2/5/7378
3,7,0,-1,1,Gray,Harriet_Gray6266@elnee.tech,5-651-153-2704,9/1/1200
3,6,6,-1,1,Stevens,Britney_Stevens1383@deavo.com,5-340-166-8522,10/8/5427
3,3,6,-1,1,Morris,Sage_Morris1081@muall.tech,1-455-786-4585,5/8/8617
1,4,3,-1,1,Baker,Maia_Baker5427@elnee.tech,8-052-187-3287,4/8/7446
1,6,6,-1,1,Tutton,Gabriel_Tutton8184@deavo.com,3-762-555-8815,6/19/7260
0,1,4,-1,1,Lynn,Penny_Lynn9734@jiman.org,4-701-224-8288,5/22/4037
1,7,5,-1,1,Patel,Jacob_Patel2916@extex.org,4-306-362-0747,12/21/8178
2,5,3,-1,1,Mason,Josh_Mason3936@muall.tech,3-074-486-1405,3/17/9114
2,7,4,-1,1,Welsch,Maggie_Welsch128@hourpy.biz,2-136-873-5842,3/9/4042
2,5,1,-1,1,May,Mavis_May3842@typill.biz,2-766-260-3802,10/16/3194
2,7,6,-1,1,Whitehouse,Roger_Whitehouse8197@zorer.org,3-688-630-4754,9/2/1035
1,6,2,-1,1,Edwards,Javier_Edwards3215@nimogy.biz,4-587-752-1082,9/21/6015
0,6,3,-1,1,Andrews,David_Andrews5750@bungar.biz,5-535-503-2323,2/18/0821
