Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
3,4,4,-1,1,Gilbert,Audrey_Gilbert5934@sheye.org,2-445-317-2113,9/22/7808
1,4,6,-1,1,James,Jacob_James4479@extex.org,6-880-825-6427,5/12/6520
3,3,0,-1,1,Roberts,Analise_Roberts9504@mafthy.com,7-155-441-8048,4/1/4622
2,5,2,-1,1,Sanchez,Charlotte_Sanchez9728@nickia.com,1-021-228-4022,7/6/7306
0,6,4,-1,1,Dale,Doug_Dale6607@dionrab.com,1-263-831-6284,7/7/4424
1,3,3,-1,1,Robertson,Trisha_Robertson1657@gompie.com,3-234-408-1310,7/27/0489
0,4,3,-1,1,Freeburn,Mike_Freeburn7428@atink.com,2-642-465-4008,1/30/6185
0,2,0,-1,1,Horton,Ryan_Horton2928@hourpy.biz,8-778-030-5522,7/5/7952
2,4,6,-1,1,Harrison,Carter_Harrison6265@corti.com,3-262-661-6353,2/2/7084
0,2,0,-1,1,Pratt,Eryn_Pratt6028@joiniaa.com,5-334-571-8125,5/24/7954
0,5,2,-1,1,Ebden,Anthony_Ebden7773@fuliss.net,0-233-781-8625,9/9/3744
1,3,3,-1,1,Watson,Benjamin_Watson9857@gembat.biz,3-156-051-5533,8/26/2728
0,4,0,-1,1,Smith,Clint_Smith5795@acrit.org,4-647-318-4328,6/18/6961
0,0,5,-1,1,Henderson,Gladys_Henderson2209@bauros.biz,2-134-450-8521,4/12/2597
1,7,6,-1,1,Irwin,Makena_Irwin720@nimogy.biz,5-011-660-6465,6/2/2210
0,0,0,-1,1,Hunt,Samantha_Hunt8758@guentu.biz,7-343-708-7167,5/29/5069
1,3,5,-1,1,Walter,Ramon_Walter6327@bungar.biz,0-286-213-7123,5/18/3356
3,5,0,-1,1,Scott,Alma_Scott2121@ubusive.com,8-158-831-7643,9/18/6217
1,7,2,-1,1,Ingham,Alexander_Ingham6676@muall.tech,4-268-852-5057,12/5/1377
0,4,4,-1,1,Adams,Sasha_Adams3746@womeona.net,1-055-007-0403,10/28/7454
