Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
0,7,5,-1,1,Bailey,Noah_Bailey7349@joiniaa.com,6-124-528-0342,10/7/6059
1,2,5,-1,1,Carpenter,Logan_Carpenter7745@cispeto.com,5-085-774-7752,10/7/8552
3,1,6,-1,1,Isaac,Abdul_Isaac7779@hourpy.biz,3-583-042-1368,10/16/4834
0,3,5,-1,1,Mccall,Owen_Mccall8523@gompie.com,8-228-681-7202,2/20/2364
1,0,3,-1,1,Jacobs,Bethany_Jacobs1939@muall.tech,8-368-886-6633,3/13/8178
2,0,1,-1,1,Anderson,Aleksandra_Anderson6115@infotech44.tech,5-448-115-0050,5/9/3260
1,4,3,-1,1,Sherwood,Eileen_Sherwood1254@dionrab.com,5-018-685-8662,10/2/5034
3,2,5,-1,1,Durrant,Carissa_Durrant975@acrit.org,1-785-402-5333,4/20/1035
0,1,3,-1,1,Douglas,Nathan_Douglas9802@womeona.net,8-863-247-4877,6/30/9396
1,5,1,-1,1,Thomas,Sadie_Thomas5485@liret.org,0-540-544-6735,1/26/4797
2,6,0,-1,1,Fox,Nathan_Fox883@famism.biz,6-812-280-4343,9/23/6186
1,0,0,-1,2,Ashley,Rosalee_Ashley2196@gompie.com,2-335-223-5443,5/9/6528
1,1,0,-1,2,Walsh,Morgan_Walsh8134@naiker.biz,7-686-236-6658,5/1/8700
0,5,0,-1,2,Addley,Daron_Addley761@deons.tech,4-232-820-4456,8/10/6620
3,5,6,-1,2,Ainsworth,Mason_Ainsworth2311@hourpy.biz,8-887-623-5571,12/17/9387
2,4,2,-1,2,Stewart,Melinda_Stewart6881@twipet.com,3-866-327-7042,2/10/9880
0,1,0,-1,2,Ingham,Jack_Ingham692@supunk.biz,8-426-321-4263,11/17/7127
3,2,5,-1,0,Crawford,Sydney_Crawford2027@twipet.com,6-064-307-8826,12/4/8251
1,6,5,-1,0,Shaw,William_Shaw5971@grannar.com,8-651-551-1288,6/15/2407
3,4,5,-1,0,Horton,Molly_Horton3504@bungar.biz,7-003-054-6414,4/10/6883
