Risk,Profession,Age,DDL,Treatment,Name,Email,Phone,Birthday
0,7,5,-1,2,Cadman,Isabella_Cadman8655@supunk.biz,1-318-251-0551,5/10/5752
0,0,5,-1,2,Knight,David_Knight208@brety.org,5-078-010-8220,9/18/2773
3,7,6,-1,2,Franks,Daron_Franks5660@hourpy.biz,8-284-046-0333,8/25/2467
2,2,2,-1,2,Palmer,Margaret_Palmer4659@iatim.tech,1-636-123-2400,6/7/7370
2,0,6,-1,2,Poulton,Evelynn_Poulton4180@sheye.org,0-410-804-3723,5/6/3708
0,0,5,-1,2,Johnson,Analise_Johnson2200@famism.biz,4-581-674-4256,11/8/6628
2,5,6,-1,2,Lowe,Nick_Lowe7087@grannar.com,1-840-764-7205,10/13/3674
3,6,0,-1,2,Skinner,Barry_Skinner8572@typill.biz,7-314-227-8738,6/23/7997
0,7,2,-1,2,Parker,Carter_Parker3668@nanoff.biz,0-812-322-0062,6/17/5087
0,5,3,-1,2,Mcgregor,Denis_Mcgregor5977@irrepsy.com,1-523-761-7884,2/1/4032
0,7,5,-1,2,Drummond,Tony_Drummond8873@sveldo.biz,4-388-367-1251,11/18/7767
2,3,3,-1,2,Stuart,Makenzie_Stuart8627@muall.tech,0-843-083-0618,4/26/4231
0,2,0,-1,2,Lynn,Paula_Lynn5335@liret.org,7-416-525-3428,4/28/5193
1,0,0,-1,2,Benson,Shelby_Benson4455@bretoux.com,8-240-832-1325,7/6/6288
2,4,6,-1,2,Crawley,Candice_Crawley9848@sheye.org,2-613-662-0077,7/13/3640
0,6,0,-1,2,Neville,Chad_Neville6233@nickia.com,5-524-770-0267,10/3/3087
0,4,4,-1,2,Whatson,Roger_Whatson6747@fuliss.net,0-654-788-7046,12/30/1571
3,6,0,-1,2,Harris,David_Harris9964@atink.com,3-301-767-4823,9/27/1378
2,7,1,-1,2,Drake,Lexi_Drake3178@twipet.com,4-410-852-8630,2/1/3642
2,2,1,-1,2,Bolton,Julia_Bolton8935@tonsy.org,4-636-730-1066,10/7/3913
